mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_114071,COC1CC2(C)OC12C,2.87518,1.21477,0.99104,2.5711,80.23,-0.2382,0.082,0.3203,1299.1748,0.179253,-424.193298,-424.18337,-424.182426,-424.227807,36.511
gdb_62785,CC1(O)C2OC(C#N)C12,3.03107,1.33543,1.13825,3.8559,68.81,-0.2506,-0.0066,0.2441,1080.21,0.122454,-437.839858,-437.831468,-437.830524,-437.872608,31.621
gdb_118729,OCCC1(O)C2CCC12,2.64243,1.09974,0.91584,2.1489,78.18,-0.2324,0.0744,0.3068,1350.0778,0.181473,-424.180788,-424.171256,-424.170312,-424.215317,35.923
gdb_25265,N=C1OCC2=NC=CN12,3.4284,1.77716,1.17918,1.1483,70.01,-0.2415,-0.0185,0.223,956.4876,0.104865,-432.917893,-432.911499,-432.910555,-432.948811,24.655
gdb_6737,CCC#CCC(C)O,5.49242,0.70891,0.66843,1.4705,80.7,-0.24,0.0571,0.2971,1738.7783,0.174456,-348.988615,-348.978301,-348.977356,-349.02617,35.926
gdb_28068,c1c(c[nH]c1N)NC=O,5.563,0.91585,0.78859,4.118,75.84,-0.1809,0.0221,0.203,1373.2269,0.126143,-434.121328,-434.112747,-434.111803,-434.15479,31.686
gdb_53524,CC#CCC(C=O)C=O,2.64032,0.82577,0.64965,2.4961,78.96,-0.2549,-0.0522,0.2027,1681.2072,0.131085,-421.819906,-421.809276,-421.808332,-421.858413,34.714
gdb_109498,OCC1C(=N)OCC1=O,2.29956,1.60597,0.98438,3.1381,66.68,-0.2627,-0.0502,0.2125,1136.182,0.124411,-475.052922,-475.044753,-475.043809,-475.086384,29.951
gdb_113306,CCC1(NC1CO)C#N,2.5525,1.0372,0.83972,2.4587,77.38,-0.2674,0.0113,0.2787,1411.0791,0.158504,-419.193751,-419.183823,-419.182879,-419.22923,35.44
gdb_78284,CC12CC1(O)C1C(O)C21,2.26905,1.71362,1.58669,2.5767,74.68,-0.2362,0.0632,0.2994,984.5705,0.158274,-422.975621,-422.96703,-422.966086,-423.008084,33.93
gdb_93151,CC1CC=CCNC1=O,2.40067,1.56308,1.04378,3.419,80.71,-0.2376,0.0031,0.2407,1178.2678,0.172631,-403.1886,-403.179886,-403.178941,-403.222354,33.271
gdb_62119,CC(OCC=O)C1CO1,3.11499,0.82806,0.70326,2.9025,72.95,-0.2597,-0.0309,0.2288,1587.1992,0.155036,-460.131576,-460.12142,-460.120476,-460.168692,34.546
gdb_54647,CC(=O)C1=NCC(=O)N1,4.02388,1.10131,0.87394,2.3995,68.59,-0.2566,-0.0806,0.176,1252.4666,0.111961,-454.019842,-454.011429,-454.010484,-454.053757,29.843
gdb_116809,COC=NCCC1CC1,5.64107,0.50226,0.48925,2.7415,88.58,-0.2451,0.0242,0.2693,2304.6798,0.192404,-404.327995,-404.31742,-404.316475,-404.365649,36.635
gdb_122470,COCCC1CC1C#N,3.54803,0.69314,0.6165,5.0812,81.51,-0.2599,0.0296,0.2895,1816.9441,0.169769,-403.14147,-403.131484,-403.13054,-403.17772,34.889
gdb_60026,CC(C)CC(C=O)C#N,2.02687,1.01384,0.80967,2.8859,80.83,-0.276,-0.0505,0.2254,1507.0637,0.16787,-403.180003,-403.169335,-403.168391,-403.217062,36.97
gdb_54769,[NH3+]C12CC(C1)C2C([O-])=O,2.72519,1.52789,1.17593,5.9537,72.01,-0.2488,0.0224,0.2712,1066.7721,0.149204,-439.069282,-439.061469,-439.060525,-439.101713,30.791
gdb_13809,CC(C)C1NC1CO,3.68509,1.13068,0.99949,2.1737,75.01,-0.2466,0.0723,0.3189,1259.1067,0.188005,-366.23928,-366.229763,-366.228819,-366.273878,34.722
gdb_74432,CC1=CC2(C)CC3C1C23,2.90356,1.55551,1.25626,0.2917,87.82,-0.2103,0.0273,0.2376,1104.7988,0.182987,-349.941205,-349.933135,-349.93219,-349.973106,33.024
gdb_113150,CCN1CC1(C)C#CC,3.17767,0.77495,0.70555,0.9327,94.61,-0.2213,0.0531,0.2744,1754.8724,0.190796,-367.166064,-367.154899,-367.153955,-367.203808,39.308
gdb_59332,CC(C)C1CC(C1)(C)C,3.06187,0.8708,0.82649,0.0276,96.56,-0.2741,0.0819,0.3561,1630.6934,0.250342,-353.569145,-353.558217,-353.557273,-353.604494,42.158
gdb_89053,CC1CC1COC1CC1,4.62633,0.67653,0.6356,1.0112,87.78,-0.2406,0.0922,0.3328,1858.3626,0.204364,-388.252685,-388.242694,-388.24175,-388.288777,36.779
gdb_50673,O=CC1CCCC1C#C,2.10596,1.43542,1.04099,2.9213,80.96,-0.2432,-0.0207,0.2225,1207.0652,0.158737,-385.88061,-385.871557,-385.870613,-385.915247,33.158
gdb_73495,CC12COC3CCC1C23,2.80767,1.7482,1.40547,1.6379,80.73,-0.2376,0.0841,0.3217,1016.1636,0.185346,-387.101947,-387.094398,-387.093454,-387.133622,30.743
gdb_86826,NC(=O)OC1CC(O)C1,4.69366,0.78386,0.7464,2.2612,69.22,-0.2623,0.0562,0.3185,1521.7505,0.146797,-476.253277,-476.243954,-476.243009,-476.288614,34.037
gdb_120857,COCC1CN1CCO,2.85277,0.87577,0.77558,3.0294,80.18,-0.2253,0.0741,0.2994,1576.5621,0.192535,-441.428628,-441.418142,-441.417197,-441.465688,37.038
gdb_110036,COC1C(C)CCC1=O,2.0075,1.65154,1.05287,1.8291,79.23,-0.2247,-0.0231,0.2016,1216.4293,0.181517,-424.252896,-424.243306,-424.242362,-424.287425,35.186
gdb_66075,CC1(COC1C=O)C#C,2.79499,1.20262,1.10359,3.3602,75.49,-0.2513,-0.0382,0.2131,1163.3238,0.132327,-421.773929,-421.764634,-421.76369,-421.808364,33.453
gdb_72725,CC12OCC11CC2CO1,2.63087,2.04408,1.61093,2.4482,75.6,-0.2259,0.0547,0.2806,913.9481,0.159262,-422.908847,-422.901611,-422.900667,-422.939824,30.313
gdb_58991,CC(C)C1=CC2CC1C2,3.15166,1.16935,1.10223,0.2081,91.36,-0.2124,0.0242,0.2365,1267.6882,0.206683,-351.134119,-351.125356,-351.124412,-351.167538,34.725
gdb_76637,CC1C(C)C1C1COC1,2.78211,1.04056,0.87762,2.124,85.66,-0.2404,0.0746,0.3149,1428.3525,0.205191,-388.256702,-388.246751,-388.245807,-388.292339,36.168
gdb_37954,C1CN=C2OC3C(C1)C23,2.97702,1.91485,1.47819,3.5955,74.56,-0.234,-0.0062,0.2278,918.4687,0.150496,-401.89139,-401.884741,-401.883797,-401.922037,27.784
gdb_122698,COCCN=C1CCO1,6.82135,0.56775,0.54413,2.4414,81.04,-0.2462,0.0268,0.273,2054.6311,0.169628,-440.264672,-440.254764,-440.25382,-440.301582,33.885
gdb_78665,CC1C2C3C1C(O)C23C,2.6271,1.53553,1.1987,1.2497,82.65,-0.2395,0.0796,0.3191,1134.6273,0.181948,-387.049474,-387.040723,-387.039779,-387.08211,34.542
gdb_46001,O=C1NCC(=C1)C1CN1,4.13671,0.99979,0.85896,3.7328,77.44,-0.244,-0.0317,0.2123,1315.211,0.137646,-418.026348,-418.018161,-418.017217,-418.060359,29.869
gdb_45560,O=C1CC2CCOC2O1,3.2423,1.44924,1.23817,4.6511,66.58,-0.2649,0.0119,0.2767,1025.8362,0.138837,-459.026394,-459.019267,-459.018323,-459.059188,27.064
gdb_98595,COC(=O)C1C(C)C1C,2.85057,1.02966,0.98252,1.3449,81.19,-0.2634,0.0142,0.2776,1370.4257,0.180788,-424.257867,-424.24753,-424.246586,-424.293495,36.804
gdb_108217,CC12CCC1(CO)C2O,2.20722,1.47738,1.16157,3.0024,78.92,-0.2356,0.0593,0.2948,1172.4965,0.181407,-424.192186,-424.182548,-424.181603,-424.226422,36.47
gdb_12853,CC12CCC1OCO2,2.86087,2.432,1.82795,1.3324,66.41,-0.2513,0.0811,0.3324,811.6559,0.154506,-384.937897,-384.930708,-384.929764,-384.969209,27.869
gdb_14508,OC1(C=O)C2CC1C2,4.23214,1.83066,1.50462,2.355,66.13,-0.2604,-0.0419,0.2185,845.8051,0.130808,-383.693861,-383.687128,-383.686184,-383.724611,26.698
gdb_44751,N=C1OC2CC(C2)C=C1,3.04232,1.65156,1.28563,4.1796,80.43,-0.2386,-0.0379,0.2007,1007.4343,0.150648,-401.945063,-401.938,-401.937056,-401.976636,28.658
gdb_22063,CC(C)C#CC(=NO)C,3.95,0.62504,0.55401,0.8762,93.56,-0.2238,-0.0214,0.2024,2019.8781,0.167165,-403.096577,-403.085392,-403.084448,-403.135011,38.934
gdb_24460,c1[nH]c2c(n1)OCOC2,3.66739,1.63964,1.16977,4.5483,66.59,-0.2042,0.0226,0.2268,977.6215,0.11675,-453.971462,-453.964886,-453.963942,-454.002456,25.632
gdb_76058,OC1C(C#C)C11CCC1,2.73494,1.2397,1.11432,1.1199,83.0,-0.2427,0.0374,0.28,1190.1822,0.157257,-385.827323,-385.818115,-385.81717,-385.861339,34.667
gdb_120602,CC1(CC1CCO)C=O,4.03565,0.69151,0.66843,3.8185,81.45,-0.2468,-0.0137,0.2331,1726.0978,0.179793,-424.226116,-424.215603,-424.214659,-424.262287,37.34
gdb_45835,N=C1CC=CNC(=O)N1,2.39609,1.71518,1.05831,2.3189,74.53,-0.2344,-0.0034,0.231,1085.9126,0.127758,-434.125573,-434.117941,-434.116997,-434.157941,29.233
gdb_75142,CC1=NCC(CO1)(C)C,3.23328,1.19346,1.10262,1.7007,83.24,-0.237,0.0331,0.27,1243.728,0.193683,-404.3851,-404.37552,-404.374576,-404.418816,36.463
gdb_1022,c1c(nc[nH]1)C#N,9.42679,2.00693,1.65466,7.3289,54.88,-0.2538,-0.0199,0.2339,670.6291,0.070003,-318.40967,-318.404343,-318.403399,-318.438795,19.222
gdb_38973,C1C2CC3CCOCC123,2.90867,1.64095,1.21533,1.095,82.29,-0.2397,0.0984,0.3381,1073.0878,0.185644,-387.068678,-387.061357,-387.060413,-387.100131,30.36
gdb_124078,c1[nH]nc(n1)C2COC2,5.02688,1.01924,0.96637,3.8743,69.64,-0.2409,-0.0007,0.2401,1211.0096,0.127524,-434.065136,-434.057728,-434.056784,-434.098931,26.532
gdb_22596,CC1C2CC1(O)C2=NO,2.8227,1.22695,1.04665,0.741,77.06,-0.2382,0.0311,0.2693,1204.2793,0.145692,-438.983265,-438.974178,-438.973234,-439.016816,34.192
gdb_102673,CCC(CC)OCC#C,1.78873,1.08086,0.72459,1.2235,88.83,-0.2473,0.0334,0.2807,1641.7397,0.201608,-388.253255,-388.241731,-388.240786,-388.291344,40.701
gdb_82061,OC1C2NC2C11COC1,2.89709,1.45152,1.25768,3.6963,70.87,-0.2419,0.0637,0.3056,1045.0518,0.148439,-439.005969,-438.998202,-438.997257,-439.038606,29.902
gdb_37949,C1OC=NC2C3OC2C13,3.36493,1.72625,1.31938,2.3135,69.35,-0.2372,0.0062,0.2434,933.4012,0.126497,-437.808919,-437.80229,-437.801346,-437.840557,25.832
gdb_20570,CC(O)C1=CON=N1,4.633,1.38477,1.35499,2.627,58.95,-0.2767,-0.0455,0.2312,936.1158,0.106312,-415.833411,-415.825933,-415.824989,-415.865798,26.772
gdb_99734,C(C(C(=O)N)C(=O)N)O,2.03551,1.50384,0.9137,3.127,65.8,-0.2462,0.015,0.2611,1226.8559,0.136062,-492.350361,-492.341026,-492.340082,-492.38513,34.54
gdb_41159,C1OC2CCC3CC12O3,2.87279,1.8742,1.42889,1.6983,73.79,-0.2379,0.071,0.3089,948.6123,0.161908,-422.980139,-422.973428,-422.972483,-423.010829,28.33
gdb_5241,COCc1[nH]ccn1,7.02613,1.18077,1.02682,3.2083,67.41,-0.2139,0.038,0.2519,1123.4214,0.131915,-379.948142,-379.940371,-379.939427,-379.9814,27.245
gdb_31133,CCc1c(c[nH]c1N)O,1.95779,1.67537,0.96873,2.1036,78.86,-0.1797,0.0528,0.2325,1231.0796,0.159218,-419.23793,-419.227973,-419.227029,-419.272826,36.331
gdb_26664,Cc1c([nH]c(c1O)O)C,2.27823,1.54804,0.93451,1.2126,76.68,-0.1662,0.0602,0.2264,1233.9109,0.145546,-439.122063,-439.111819,-439.110875,-439.156992,36.613
gdb_4789,CNc1nc(co1)N,6.73372,1.32136,1.11991,1.937,65.1,-0.1766,0.0456,0.2222,1034.2811,0.12032,-396.008061,-396.000133,-395.999188,-396.040281,28.773
gdb_115379,CCC1CCC(C)CC1,3.04046,0.94826,0.84711,0.0766,95.57,-0.2826,0.0784,0.361,1559.3178,0.254029,-353.594272,-353.584309,-353.583364,-353.628779,39.067
gdb_110668,CCN1C2C3OCC1C23,3.08594,1.45949,1.34729,0.8622,77.91,-0.1942,0.0874,0.2816,1059.3383,0.172356,-403.09498,-403.087355,-403.086411,-403.127084,30.394
gdb_97797,CCC#CC1CC1CC,3.4372,0.64374,0.5744,0.1344,97.8,-0.224,0.0541,0.2782,2060.2769,0.204287,-351.130811,-351.119981,-351.119037,-351.168159,38.759
gdb_57649,CC(O)(CC1CC1)C=O,2.84344,0.95074,0.90376,2.9309,79.05,-0.2478,-0.0239,0.2238,1413.2678,0.179031,-424.221844,-424.211421,-424.210477,-424.258127,37.779
gdb_52018,O=CCOC(C#C)C#N,2.81888,0.8686,0.68818,3.4991,69.49,-0.2727,-0.0435,0.2292,1524.2607,0.096196,-436.636982,-436.627297,-436.626353,-436.673151,32.259
gdb_94851,CC1COC2(CCC2)C1,3.53842,1.09288,0.99688,1.4655,85.79,-0.2334,0.0823,0.3157,1326.1298,0.20668,-388.299165,-388.290306,-388.289362,-388.332865,34.489
gdb_110916,COC1C2CC(C=O)C12,2.64236,1.22845,1.01843,4.1612,76.45,-0.2314,-0.0165,0.215,1233.6038,0.158015,-422.987736,-422.978792,-422.977847,-423.022132,32.354
gdb_64762,CC1(CC#N)CCC=C1,2.93764,1.15788,1.05933,4.1326,84.18,-0.2529,0.0103,0.2632,1231.0039,0.171253,-366.049352,-366.040425,-366.03948,-366.08313,33.778
gdb_48814,O=CC12CC1OC=NC2,3.08576,1.44008,1.16332,3.0617,69.99,-0.2535,-0.0316,0.2219,1043.6429,0.124959,-437.88961,-437.882059,-437.881115,-437.922003,28.3
gdb_47956,O=CC#CC(=O)C1CO1,2.9744,0.85897,0.7139,3.925,71.62,-0.282,-0.0867,0.1953,1496.2859,0.08589,-456.515184,-456.506225,-456.505281,-456.55087,29.312
gdb_124064,C1c2c(n[nH]n2)N=CO1,3.91056,1.68519,1.18643,2.1652,65.33,-0.2339,-0.0245,0.2094,930.785,0.093803,-448.934553,-448.928241,-448.927296,-448.965918,23.467
gdb_120243,COCC1C2CN2C1=O,3.29373,1.00299,0.84922,3.78,72.9,-0.2488,-0.0143,0.2345,1377.1675,0.146584,-439.047113,-439.038301,-439.037357,-439.081555,31.46
gdb_54748,NC(=O)C1C2N1CC2=O,2.74927,1.40831,1.2615,3.2332,65.67,-0.2532,-0.0322,0.221,1025.7269,0.112009,-453.937847,-453.92975,-453.928806,-453.971565,29.916
gdb_96215,CC1COCC=C1C=O,2.74136,1.34131,0.9637,2.5991,80.41,-0.2479,-0.0556,0.1923,1219.3922,0.159427,-423.049676,-423.041158,-423.040214,-423.082846,32.036
gdb_114401,CCC1NC2C1OC2=N,3.42734,1.0889,1.06888,3.3557,77.02,-0.2372,0.0186,0.2558,1239.8731,0.159977,-419.175742,-419.167388,-419.166443,-419.209053,31.734
gdb_120382,CCOC1C=CCC1O,3.45038,1.03681,0.88461,1.7721,80.99,-0.2482,0.0151,0.2633,1388.3877,0.182136,-424.230233,-424.220886,-424.219941,-424.265028,34.761
gdb_99786,COC(C(C)O)C1CN1,2.0257,1.27055,0.9552,3.236,78.64,-0.2481,0.073,0.3211,1352.117,0.192366,-441.443142,-441.432652,-441.431708,-441.478797,38.035
gdb_1858,CC1CC(O)C=C1,5.20515,1.9386,1.60148,1.6855,65.54,-0.2457,0.0143,0.26,810.3362,0.148942,-309.731599,-309.724469,-309.723525,-309.762687,27.012
gdb_60692,C1C(CO1)N=C(C=O)N,5.08939,0.78388,0.72775,2.1193,74.64,-0.2497,-0.0696,0.1801,1509.4052,0.134891,-455.129901,-455.120763,-455.119818,-455.164918,32.118
gdb_9596,OC1(CC1C=O)C#N,4.07242,1.27377,1.20743,4.1055,61.15,-0.2661,-0.045,0.2211,992.7892,0.093361,-398.596564,-398.588695,-398.58775,-398.62903,27.892
gdb_20619,Cc1c(n[nH]c1O)N,3.29339,2.03364,1.26995,2.4421,63.63,-0.1957,0.0483,0.244,910.0564,0.119505,-396.002878,-395.994494,-395.99355,-396.035359,30.212
gdb_27953,Cc1ncnc(n1)C=O,3.89934,1.20963,0.92851,3.2054,70.97,-0.2685,-0.0977,0.1708,1183.0623,0.101075,-432.928594,-432.920598,-432.919654,-432.96289,27.337
gdb_52779,CC#CC1(C)CC(=N)O1,3.08205,0.93556,0.81569,3.3754,83.95,-0.2564,0.0225,0.2789,1476.102,0.145067,-401.933751,-401.923969,-401.923024,-401.971162,34.675
gdb_71819,OC12CC3C4OC4C1C23,3.41004,1.63398,1.51601,0.9492,69.78,-0.244,0.0722,0.3162,910.9123,0.137278,-421.76564,-421.75907,-421.758125,-421.796139,27.898
gdb_62178,CC(CCCC#N)C#C,4.90936,0.56817,0.52474,3.5394,86.48,-0.2693,0.0322,0.3015,2024.6716,0.168631,-366.004451,-365.993895,-365.992951,-366.041011,37.378
gdb_55183,NC(=O)C1OC2CNC12,3.47777,1.30406,1.14826,5.5402,68.58,-0.2319,0.0124,0.2444,1082.7181,0.137584,-455.120055,-455.112285,-455.11134,-455.153067,29.729
gdb_38435,C1C2NC2C11CCC=C1,3.75153,1.3007,1.18866,1.4559,84.63,-0.2238,0.0254,0.2492,1112.6547,0.173217,-365.976907,-365.969426,-365.968481,-366.008874,30.337
gdb_21443,N=C1ON=NNC1=O,3.38615,2.5215,1.44528,1.7773,53.93,-0.2911,-0.083,0.2081,749.9675,0.060103,-446.722948,-446.716556,-446.715612,-446.754146,22.65
gdb_43058,O=C1C2CC3C4C1C2N34,3.39781,1.84762,1.60417,1.5077,70.05,-0.2326,-0.0226,0.2101,852.0104,0.127201,-400.712621,-400.706635,-400.705691,-400.742897,24.888
gdb_48621,O=CC12CC(C1)CC=C2,3.48126,1.3823,1.18752,2.7572,80.52,-0.2434,-0.027,0.2164,1076.941,0.160494,-385.898049,-385.890459,-385.889515,-385.930219,30.157
gdb_84779,CC1(CC=CC1O)C=O,2.19979,1.58144,1.25736,2.1286,76.4,-0.2505,-0.0231,0.2273,1085.5562,0.157981,-423.045959,-423.03695,-423.036006,-423.079746,33.885
gdb_43338,O=C1C=CC2CN3C2C13,2.96025,1.88649,1.40388,4.1659,74.43,-0.2436,-0.063,0.1807,913.6317,0.127055,-400.726056,-400.719632,-400.718688,-400.756752,26.187
gdb_101759,CC(=N)OCC(O)CO,4.55535,0.67309,0.61153,3.6358,73.68,-0.2604,0.0231,0.2835,1814.3168,0.168667,-477.425732,-477.415048,-477.414104,-477.462603,37.501
gdb_92708,CC1CC=C(C)C11CC1,2.04339,1.7252,1.19529,0.2072,91.83,-0.2124,0.0341,0.2465,1180.3356,0.20589,-351.168875,-351.159698,-351.158753,-351.202246,36.215
gdb_107774,COC12CC3C(C13)C2=O,2.70915,1.75432,1.31209,2.8376,71.9,-0.2216,0.0045,0.2262,993.204,0.135234,-421.780863,-421.773013,-421.772069,-421.813315,29.836
gdb_5472,Cc1cc[nH]c1C=O,3.2821,1.93667,1.22723,2.768,73.27,-0.2253,-0.0403,0.185,939.6066,0.11985,-362.727879,-362.720343,-362.719399,-362.760822,26.991
gdb_120732,CC(O)C1CN1CCO,3.55384,0.82736,0.7223,2.7044,79.64,-0.2319,0.0669,0.2988,1615.0955,0.192245,-441.443307,-441.432767,-441.431823,-441.479689,38.364
gdb_18382,C1C2CCC=CCC12,3.17906,2.11089,1.42421,0.2176,79.38,-0.232,0.028,0.26,925.0641,0.180219,-311.869029,-311.862011,-311.861067,-311.89983,28.717
gdb_633,C1CN1C(=O)N,7.06864,3.21566,2.41699,3.0016,47.01,-0.2459,0.0373,0.2831,527.9789,0.097247,-302.558699,-302.552674,-302.55173,-302.588453,21.345
gdb_60806,CC(C=O)C(O)C(C)=O,2.58314,1.02087,0.94757,2.5642,72.89,-0.2487,-0.0425,0.2062,1333.9537,0.154502,-460.194102,-460.183353,-460.182409,-460.231594,36.862
gdb_31326,CNc1ccoc1C=O,2.71214,1.29245,0.88215,5.8437,79.98,-0.2095,-0.0406,0.1689,1261.8992,0.124281,-437.917962,-437.90941,-437.908466,-437.951541,30.634
gdb_18300,OC1C2CCOCC12,2.95029,2.17743,1.92423,2.4044,66.35,-0.2296,0.0736,0.3032,804.5037,0.156741,-384.925338,-384.918582,-384.917638,-384.955943,27.259
gdb_18745,CN1CC2OC(=N)C12,3.96809,1.85076,1.41612,3.1072,66.96,-0.2233,0.0198,0.2431,887.6963,0.130958,-379.878052,-379.870964,-379.87002,-379.909365,26.634
gdb_61782,CC(OC=N)C(O)C#C,2.06128,1.30715,0.84068,3.7053,76.18,-0.2544,0.0182,0.2726,1347.7894,0.143604,-439.040811,-439.03031,-439.029365,-439.076988,36.982
gdb_33309,C1CC=C(C1)C#CC#N,7.18504,0.6449,0.59965,5.9754,98.84,-0.2481,-0.0666,0.1815,1768.6989,0.125701,-363.627094,-363.618851,-363.617907,-363.660749,29.77
gdb_107915,CCC12CC3C(O)C1N23,3.87862,1.13428,1.11482,1.3694,78.5,-0.242,0.0641,0.3061,1199.8091,0.171236,-403.096375,-403.087907,-403.086963,-403.129439,32.706
gdb_72381,CC12CC=CC3C1OC23,2.76583,1.98859,1.34107,1.9273,79.47,-0.2336,0.0095,0.2431,974.3546,0.160376,-385.839078,-385.831962,-385.831018,-385.87003,29.834
gdb_43475,O=C1[CH-]C(=O)C2CC1[NH2+]2,2.61559,1.72169,1.24931,8.2953,74.76,-0.1904,-0.0064,0.184,989.3015,0.127371,-437.865832,-437.858956,-437.858012,-437.897054,27.486
gdb_13886,CC(C)C1COCO1,3.87068,1.38454,1.33716,1.2869,70.32,-0.25,0.0796,0.3296,1038.9133,0.177048,-386.14551,-386.136862,-386.135917,-386.179272,31.266
gdb_106862,OCC12CC1(CC2)C#N,2.50926,1.27879,1.0119,3.8267,77.96,-0.2651,0.0131,0.2782,1207.4914,0.147938,-401.934488,-401.925787,-401.924843,-401.968146,32.386
gdb_6434,C1C(=O)CC1(C=O)O,4.55725,1.35847,1.26425,0.6571,59.34,-0.2552,-0.0496,0.2056,947.2085,0.103978,-419.690936,-419.683287,-419.682342,-419.723413,28.051
gdb_25848,c1ccnc(c1)C(=O)N,3.88546,1.28511,0.9657,3.0438,75.58,-0.2438,-0.0478,0.196,1143.6277,0.115693,-416.91019,-416.902765,-416.901821,-416.942316,28.152
gdb_66200,CC1(COC=NC1)C#C,2.31362,1.54155,1.39771,2.1377,77.23,-0.2462,0.0229,0.2691,1046.1221,0.147382,-401.928044,-401.919414,-401.91847,-401.960948,32.792
gdb_814,C1C=CCC1=NO,6.54536,2.01636,1.5711,0.6622,61.44,-0.2347,0.011,0.2457,750.3356,0.113734,-324.550139,-324.543733,-324.542789,-324.580435,24.048
gdb_37626,C1C2C3C4C2OCC1N34,2.81755,2.24304,2.06713,1.1187,72.23,-0.2345,0.0951,0.3296,795.3072,0.152524,-401.917236,-401.911592,-401.910648,-401.946832,24.996
gdb_106274,CC1C2(C)CC1(CO)O2,2.56151,1.32101,1.03608,2.4691,79.34,-0.2377,0.0785,0.3162,1245.2592,0.180334,-424.169913,-424.160339,-424.159395,-424.203899,36.386
gdb_122004,CCCC(O)CCOC,5.53889,0.49637,0.47208,0.3607,87.57,-0.2482,0.0705,0.3187,2424.396,0.225973,-426.623089,-426.61114,-426.610196,-426.661397,41.666
gdb_108532,CCC12COC3C1OC23,2.75212,1.64171,1.23568,1.5795,73.86,-0.2367,0.0697,0.3065,1055.0951,0.159515,-422.960596,-422.952979,-422.952035,-422.992672,30.172
gdb_7123,COCC(=N)OC=O,3.25594,1.29129,1.09642,2.4381,60.01,-0.2738,-0.0335,0.2403,1095.6886,0.116272,-436.940172,-436.931288,-436.930344,-436.975455,29.198
gdb_109307,CCC1=CCCC1(C)O,2.14939,1.43872,1.1284,1.415,87.89,-0.2296,0.0272,0.2568,1247.1437,0.204718,-388.317029,-388.306985,-388.306041,-388.351613,38.243
gdb_103500,OCC1(O)C2CCCC12,2.6423,1.28556,1.14354,0.9491,77.49,-0.246,0.0647,0.3107,1185.0565,0.183313,-424.21579,-424.206707,-424.205762,-424.249735,34.598
gdb_88568,CC1CC1C1=CCCC1,3.22297,1.06056,0.88951,0.1599,92.28,-0.2224,0.0297,0.2521,1415.222,0.206891,-351.163503,-351.154384,-351.153439,-351.197933,34.91
gdb_107628,CCC12NC1CCC2O,2.52116,1.47685,1.11794,2.1231,81.08,-0.2325,0.0683,0.3008,1185.8387,0.195515,-404.346292,-404.337263,-404.336319,-404.379853,35.113
gdb_106643,CCC12CC1(C)C(=N)O2,2.67094,1.30022,1.04628,2.9375,81.77,-0.2523,0.026,0.2783,1242.3952,0.16948,-403.139182,-403.129803,-403.128859,-403.173344,34.927
gdb_102799,CC(C)C(CO)NC=O,1.83275,1.28912,0.88732,3.943,79.87,-0.246,0.0357,0.2817,1398.5762,0.192397,-441.514455,-441.503451,-441.502507,-441.551778,39.092
gdb_13607,COC(=O)C1CC1C,4.27869,1.26322,1.16892,1.4741,69.99,-0.2654,0.0144,0.2798,1107.6995,0.152756,-384.969525,-384.960725,-384.95978,-385.003212,31.214
gdb_112231,[NH3+]CC1OC(=O)[C-]1C#N,2.08572,1.22913,0.83346,4.6658,70.79,-0.246,-0.0616,0.1844,1323.1991,0.11201,-453.955469,-453.946095,-453.945151,-453.99059,32.584
gdb_89321,CC12CC(O)C1(N2)C#N,1.98083,1.75628,1.11955,3.898,74.6,-0.2765,0.0069,0.2834,1111.221,0.13557,-417.985728,-417.977094,-417.97615,-418.018851,32.371
gdb_107398,CC1CC2CC2(CO)O1,2.47757,1.39497,1.1011,1.6704,78.17,-0.2389,0.0749,0.3137,1202.3553,0.182419,-424.219993,-424.211041,-424.210097,-424.253741,34.464
gdb_85748,CC1OC(C#C)C2CC12,3.09209,1.29343,1.07981,1.6997,81.27,-0.2558,0.0382,0.294,1175.8426,0.158632,-385.850894,-385.842451,-385.841507,-385.883752,32.911
gdb_106722,OCC12CC1(O)C1CN21,2.50409,1.51415,1.20139,2.2249,71.83,-0.2404,0.0657,0.3061,1078.5128,0.14693,-439.004781,-438.996291,-438.995347,-439.037922,32.501
gdb_22282,CC(C)N1CC(=NO)C1,4.2611,0.82433,0.71316,0.9181,84.87,-0.2195,0.0062,0.2258,1600.3687,0.180207,-420.341966,-420.332062,-420.331117,-420.376713,36.801
gdb_88871,CC1OC1C1OCCO1,3.73063,1.06317,0.90023,2.5919,72.24,-0.2537,0.0779,0.3316,1320.7386,0.158493,-460.139386,-460.130478,-460.129534,-460.174909,31.642
gdb_12325,C1COC(=O)C(=N1)N,3.19608,2.34296,1.42597,1.9965,60.5,-0.2433,-0.045,0.1984,828.0618,0.109447,-415.906226,-415.899388,-415.898444,-415.937116,25.959
gdb_16264,O=C1CC2OC12C#N,3.48946,1.99386,1.4333,4.7268,57.57,-0.2774,-0.0612,0.2162,810.4642,0.070974,-397.374808,-397.368245,-397.367301,-397.405788,23.66
gdb_38827,C1C2OC3CN=COC123,3.15276,1.85447,1.30999,1.4137,68.77,-0.2347,0.0163,0.2511,933.1971,0.125941,-437.841189,-437.834433,-437.833489,-437.872639,26.596
